FlightID,FlightNumber,Origin,Destination,AircraftID,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival
F00389,AI506,PVI,FOL,A009,2025-01-17 05:00:00,2025-01-17 05:37:00,2025-01-17 08:00:00,2025-01-17 08:25:00
F00390,AI695,DDB,JIQ,A003,2025-01-17 06:00:00,2025-01-17 06:19:00,2025-01-17 09:00:00,2025-01-17 09:27:00
F00391,AI170,WIO,CSV,A001,2025-01-17 07:00:00,2025-01-17 07:38:00,2025-01-17 10:00:00,2025-01-17 10:20:00
F00392,AI955,SSB,GBR,A007,2025-01-17 08:00:00,2025-01-17 08:53:00,2025-01-17 11:00:00,2025-01-17 11:27:00
F00393,AI358,CSV,CSV,A003,2025-01-17 09:00:00,2025-01-17 09:27:00,2025-01-17 12:00:00,2025-01-17 12:13:00
F00394,AI382,SSB,XCV,A005,2025-01-17 10:00:00,2025-01-17 10:51:00,2025-01-17 13:00:00,2025-01-17 14:23:00
F00395,AI639,NBX,XCV,A006,2025-01-17 11:00:00,2025-01-17 12:08:00,2025-01-17 14:00:00,2025-01-17 14:39:00
F00396,AI480,XFU,GBR,A004,2025-01-17 12:00:00,2025-01-17 12:10:00,2025-01-17 15:00:00,2025-01-17 16:17:00
F00397,AI655,SSB,IGE,A005,2025-01-17 13:00:00,2025-01-17 13:32:00,2025-01-17 16:00:00,2025-01-17 17:21:00
F00398,AI122,FOL,IGE,A001,2025-01-17 14:00:00,2025-01-17 14:26:00,2025-01-17 17:00:00,2025-01-17 18:30:00
F00399,AI718,SSB,IGE,A002,2025-01-17 15:00:00,2025-01-17 15:52:00,2025-01-17 18:00:00,2025-01-17 18:14:00
F00400,AI726,GBR,DIX,A007,2025-01-17 16:00:00,2025-01-17 16:46:00,2025-01-17 19:00:00,2025-01-17 20:11:00
F00401,AI898,VAZ,JIQ,A005,2025-01-17 17:00:00,2025-01-17 17:40:00,2025-01-17 20:00:00,2025-01-17 20:16:00
F00402,AI585,WIO,SUQ,A008,2025-01-17 18:00:00,2025-01-17 18:34:00,2025-01-17 21:00:00,2025-01-17 21:42:00
F00403,AI997,PVI,WIO,A002,2025-01-17 19:00:00,2025-01-17 20:02:00,2025-01-17 22:00:00,2025-01-17 23:31:00
F00404,AI342,IGE,VAZ,A001,2025-01-17 20:00:00,2025-01-17 20:13:00,2025-01-17 23:00:00,2025-01-17 23:47:00
F00405,AI382,FUO,FUO,A007,2025-01-17 21:00:00,2025-01-17 22:01:00,2025-01-18 00:00:00,2025-01-18 00:37:00
F00406,AI141,SSB,DOC,A006,2025-01-17 22:00:00,2025-01-17 22:18:00,2025-01-18 01:00:00,2025-01-18 02:01:00
F00407,AI725,JIQ,JIQ,A007,2025-01-17 23:00:00,2025-01-18 00:06:00,2025-01-18 02:00:00,2025-01-18 03:28:00
F00408,AI429,DDB,IGE,A005,2025-01-18 00:00:00,2025-01-18 00:37:00,2025-01-18 03:00:00,2025-01-18 04:09:00
F00409,AI988,WIO,HCU,A009,2025-01-18 01:00:00,2025-01-18 01:39:00,2025-01-18 04:00:00,2025-01-18 05:36:00
F00410,AI917,FUO,FUO,A004,2025-01-18 02:00:00,2025-01-18 03:09:00,2025-01-18 05:00:00,2025-01-18 05:18:00
F00411,AI500,DOC,IGE,A007,2025-01-18 03:00:00,2025-01-18 03:56:00,2025-01-18 06:00:00,2025-01-18 07:06:00
F00412,AI741,MHH,FOL,A002,2025-01-18 04:00:00,2025-01-18 04:33:00,2025-01-18 07:00:00,2025-01-18 07:39:00
F00413,AI209,DDB,DDB,A004,2025-01-18 05:00:00,2025-01-18 05:42:00,2025-01-18 08:00:00,2025-01-18 08:38:00
F00414,AI647,XFU,DIX,A000,2025-01-18 06:00:00,2025-01-18 06:29:00,2025-01-18 09:00:00,2025-01-18 09:44:00
F00415,AI998,XCV,DOC,A006,2025-01-18 07:00:00,2025-01-18 07:18:00,2025-01-18 10:00:00,2025-01-18 11:08:00
F00416,AI973,WIO,PVI,A001,2025-01-18 08:00:00,2025-01-18 08:17:00,2025-01-18 11:00:00,2025-01-18 12:31:00
F00417,AI149,MHH,JIQ,A007,2025-01-18 09:00:00,2025-01-18 09:33:00,2025-01-18 12:00:00,2025-01-18 12:26:00
F00418,AI247,DDB,JIQ,A009,2025-01-18 10:00:00,2025-01-18 10:23:00,2025-01-18 13:00:00,2025-01-18 14:22:00
F00419,AI830,CSV,DOC,A002,2025-01-18 11:00:00,2025-01-18 12:08:00,2025-01-18 14:00:00,2025-01-18 15:09:00
F00420,AI501,XFU,ZWZ,A001,2025-01-18 12:00:00,2025-01-18 12:27:00,2025-01-18 15:00:00,2025-01-18 15:17:00
F00421,AI127,CSV,MHH,A001,2025-01-18 13:00:00,2025-01-18 14:06:00,2025-01-18 16:00:00,2025-01-18 16:22:00
F00422,AI886,ZWZ,IGE,A006,2025-01-18 14:00:00,2025-01-18 15:02:00,2025-01-18 17:00:00,2025-01-18 17:42:00
F00423,AI531,XFU,IGE,A003,2025-01-18 15:00:00,2025-01-18 16:05:00,2025-01-18 18:00:00,2025-01-18 19:34:00
F00424,AI848,WIO,JIQ,A004,2025-01-18 16:00:00,2025-01-18 16:10:00,2025-01-18 19:00:00,2025-01-18 20:25:00
F00425,AI991,MHH,MHH,A001,2025-01-18 17:00:00,2025-01-18 17:21:00,2025-01-18 20:00:00,2025-01-18 20:50:00
F00426,AI502,MHH,JIQ,A006,2025-01-18 18:00:00,2025-01-18 18:38:00,2025-01-18 21:00:00,2025-01-18 21:10:00
F00427,AI543,MHH,XFU,A009,2025-01-18 19:00:00,2025-01-18 19:46:00,2025-01-18 22:00:00,2025-01-18 23:34:00
F00428,AI207,XFU,JIQ,A004,2025-01-18 20:00:00,2025-01-18 20:35:00,2025-01-18 23:00:00,2025-01-19 00:27:00
F00429,AI830,CSV,NBX,A008,2025-01-18 21:00:00,2025-01-18 21:42:00,2025-01-19 00:00:00,2025-01-19 00:47:00
F00430,AI571,IGE,XFU,A000,2025-01-18 22:00:00,2025-01-18 22:52:00,2025-01-19 01:00:00,2025-01-19 01:57:00
F00431,AI718,HCU,CSV,A009,2025-01-18 23:00:00,2025-01-18 23:24:00,2025-01-19 02:00:00,2025-01-19 03:11:00
F00432,AI573,DIX,GBR,A000,2025-01-19 00:00:00,2025-01-19 00:32:00,2025-01-19 03:00:00,2025-01-19 04:00:00
F00433,AI265,GBR,DOC,A006,2025-01-19 01:00:00,2025-01-19 01:38:00,2025-01-19 04:00:00,2025-01-19 05:18:00
F00434,AI273,ZWZ,SUQ,A006,2025-01-19 02:00:00,2025-01-19 02:30:00,2025-01-19 05:00:00,2025-01-19 06:26:00
F00435,AI448,ZWZ,NBX,A008,2025-01-19 03:00:00,2025-01-19 03:28:00,2025-01-19 06:00:00,2025-01-19 07:07:00
F00436,AI585,DOC,MHH,A005,2025-01-19 04:00:00,2025-01-19 04:14:00,2025-01-19 07:00:00,2025-01-19 07:14:00
F00437,AI520,SUQ,FOL,A003,2025-01-19 05:00:00,2025-01-19 05:32:00,2025-01-19 08:00:00,2025-01-19 08:46:00
F00438,AI262,PVI,NBX,A003,2025-01-19 06:00:00,2025-01-19 06:45:00,2025-01-19 09:00:00,2025-01-19 10:30:00
F00439,AI704,XCV,XCV,A002,2025-01-19 07:00:00,2025-01-19 08:08:00,2025-01-19 10:00:00,2025-01-19 11:32:00
F00440,AI985,MHH,DOC,A001,2025-01-19 08:00:00,2025-01-19 08:29:00,2025-01-19 11:00:00,2025-01-19 11:47:00
F00441,AI390,CSV,DOC,A001,2025-01-19 09:00:00,2025-01-19 09:17:00,2025-01-19 12:00:00,2025-01-19 12:45:00
F00442,AI880,MHH,XFU,A008,2025-01-19 10:00:00,2025-01-19 10:18:00,2025-01-19 13:00:00,2025-01-19 13:58:00
F00443,AI615,XFU,XCV,A009,2025-01-19 11:00:00,2025-01-19 11:23:00,2025-01-19 14:00:00,2025-01-19 14:10:00
F00444,AI215,FOL,DDB,A002,2025-01-19 12:00:00,2025-01-19 12:15:00,2025-01-19 15:00:00,2025-01-19 15:59:00
F00445,AI477,WIO,XCV,A004,2025-01-19 13:00:00,2025-01-19 13:10:00,2025-01-19 16:00:00,2025-01-19 17:07:00
F00446,AI453,ZWZ,GBR,A005,2025-01-19 14:00:00,2025-01-19 14:18:00,2025-01-19 17:00:00,2025-01-19 17:19:00
F00447,AI246,DDB,PVI,A007,2025-01-19 15:00:00,2025-01-19 15:25:00,2025-01-19 18:00:00,2025-01-19 19:00:00
F00448,AI743,DIX,DOC,A008,2025-01-19 16:00:00,2025-01-19 16:25:00,2025-01-19 19:00:00,2025-01-19 19:58:00
F00449,AI466,DDB,XCV,A003,2025-01-19 17:00:00,2025-01-19 18:03:00,2025-01-19 20:00:00,2025-01-19 20:22:00
F00450,AI884,VAZ,GBR,A006,2025-01-19 18:00:00,2025-01-19 18:21:00,2025-01-19 21:00:00,2025-01-19 22:20:00
F00451,AI584,CSV,FUO,A002,2025-01-19 19:00:00,2025-01-19 19:14:00,2025-01-19 22:00:00,2025-01-19 22:46:00
F00452,AI745,CSV,SSB,A009,2025-01-19 20:00:00,2025-01-19 20:49:00,2025-01-19 23:00:00,2025-01-19 23:46:00
F00453,AI631,GBR,CSV,A009,2025-01-19 21:00:00,2025-01-19 21:38:00,2025-01-20 00:00:00,2025-01-20 00:40:00
F00454,AI871,NBX,FOL,A002,2025-01-19 22:00:00,2025-01-19 22:55:00,2025-01-20 01:00:00,2025-01-20 01:29:00
F00455,AI155,XFU,XCV,A005,2025-01-19 23:00:00,2025-01-19 23:36:00,2025-01-20 02:00:00,2025-01-20 02:48:00
F00456,AI300,SUQ,NBX,A002,2025-01-20 00:00:00,2025-01-20 00:20:00,2025-01-20 03:00:00,2025-01-20 03:54:00
F00457,AI998,SSB,ZWZ,A000,2025-01-20 01:00:00,2025-01-20 02:02:00,2025-01-20 04:00:00,2025-01-20 04:45:00
F00458,AI363,PVI,PVI,A005,2025-01-20 02:00:00,2025-01-20 02:56:00,2025-01-20 05:00:00,2025-01-20 05:24:00
F00459,AI281,SUQ,SSB,A002,2025-01-20 03:00:00,2025-01-20 03:59:00,2025-01-20 06:00:00,2025-01-20 06:39:00
F00460,AI840,HCU,NBX,A001,2025-01-20 04:00:00,2025-01-20 04:37:00,2025-01-20 07:00:00,2025-01-20 08:01:00
F00461,AI697,MHH,DOC,A008,2025-01-20 05:00:00,2025-01-20 06:01:00,2025-01-20 08:00:00,2025-01-20 09:10:00
F00462,AI432,JIQ,SSB,A005,2025-01-20 06:00:00,2025-01-20 06:45:00,2025-01-20 09:00:00,2025-01-20 10:31:00
F00463,AI403,PVI,JIQ,A009,2025-01-20 07:00:00,2025-01-20 07:51:00,2025-01-20 10:00:00,2025-01-20 11:17:00
F00464,AI489,XFU,FOL,A003,2025-01-20 08:00:00,2025-01-20 08:28:00,2025-01-20 11:00:00,2025-01-20 11:39:00
F00465,AI749,JIQ,HCU,A001,2025-01-20 09:00:00,2025-01-20 10:03:00,2025-01-20 12:00:00,2025-01-20 12:37:00
F00466,AI142,NBX,XCV,A008,2025-01-20 10:00:00,2025-01-20 10:44:00,2025-01-20 13:00:00,2025-01-20 13:13:00
F00467,AI398,SSB,DIX,A001,2025-01-20 11:00:00,2025-01-20 12:01:00,2025-01-20 14:00:00,2025-01-20 14:43:00
F00468,AI664,DOC,ZWZ,A007,2025-01-20 12:00:00,2025-01-20 12:40:00,2025-01-20 15:00:00,2025-01-20 16:01:00
F00469,AI541,PVI,SSB,A008,2025-01-20 13:00:00,2025-01-20 14:03:00,2025-01-20 16:00:00,2025-01-20 16:37:00
F00470,AI135,IGE,VAZ,A009,2025-01-20 14:00:00,2025-01-20 15:08:00,2025-01-20 17:00:00,2025-01-20 18:06:00
F00471,AI798,VAZ,FOL,A007,2025-01-20 15:00:00,2025-01-20 15:53:00,2025-01-20 18:00:00,2025-01-20 18:31:00
F00472,AI520,XFU,SUQ,A004,2025-01-20 16:00:00,2025-01-20 17:05:00,2025-01-20 19:00:00,2025-01-20 19:49:00
F00473,AI375,DDB,FOL,A005,2025-01-20 17:00:00,2025-01-20 17:28:00,2025-01-20 20:00:00,2025-01-20 21:24:00
F00474,AI484,JIQ,DIX,A009,2025-01-20 18:00:00,2025-01-20 18:55:00,2025-01-20 21:00:00,2025-01-20 21:39:00
F00475,AI845,VAZ,IGE,A001,2025-01-20 19:00:00,2025-01-20 19:33:00,2025-01-20 22:00:00,2025-01-20 22:39:00
F00476,AI313,NBX,HCU,A003,2025-01-20 20:00:00,2025-01-20 20:11:00,2025-01-20 23:00:00,2025-01-21 00:11:00
F00477,AI455,VAZ,SUQ,A000,2025-01-20 21:00:00,2025-01-20 21:16:00,2025-01-21 00:00:00,2025-01-21 01:08:00
F00478,AI237,WIO,DOC,A006,2025-01-20 22:00:00,2025-01-20 22:52:00,2025-01-21 01:00:00,2025-01-21 01:34:00
F00479,AI235,GBR,NBX,A004,2025-01-20 23:00:00,2025-01-21 00:03:00,2025-01-21 02:00:00,2025-01-21 02:26:00
F00480,AI212,GBR,XFU,A008,2025-01-21 00:00:00,2025-01-21 00:58:00,2025-01-21 03:00:00,2025-01-21 04:14:00
F00481,AI727,XFU,DIX,A005,2025-01-21 01:00:00,2025-01-21 01:40:00,2025-01-21 04:00:00,2025-01-21 04:23:00
F00482,AI465,VAZ,ZWZ,A003,2025-01-21 02:00:00,2025-01-21 03:09:00,2025-01-21 05:00:00,2025-01-21 05:11:00
F00483,AI269,WIO,IGE,A009,2025-01-21 03:00:00,2025-01-21 03:26:00,2025-01-21 06:00:00,2025-01-21 06:12:00
F00484,AI131,DOC,ZWZ,A005,2025-01-21 04:00:00,2025-01-21 04:36:00,2025-01-21 07:00:00,2025-01-21 08:16:00
F00485,AI540,FUO,SSB,A004,2025-01-21 05:00:00,2025-01-21 05:45:00,2025-01-21 08:00:00,2025-01-21 08:29:00
F00486,AI690,CSV,ZWZ,A001,2025-01-21 06:00:00,2025-01-21 07:08:00,2025-01-21 09:00:00,2025-01-21 10:26:00
F00487,AI507,XCV,MHH,A007,2025-01-21 07:00:00,2025-01-21 07:59:00,2025-01-21 10:00:00,2025-01-21 10:40:00
F00488,AI574,SSB,MHH,A002,2025-01-21 08:00:00,2025-01-21 08:52:00,2025-01-21 11:00:00,2025-01-21 11:49:00
F00489,AI177,WIO,MHH,A000,2025-01-21 09:00:00,2025-01-21 09:19:00,2025-01-21 12:00:00,2025-01-21 13:35:00
F00490,AI757,FOL,NBX,A001,2025-01-21 10:00:00,2025-01-21 10:54:00,2025-01-21 13:00:00,2025-01-21 14:27:00
F00491,AI827,DIX,WIO,A007,2025-01-21 11:00:00,2025-01-21 11:23:00,2025-01-21 14:00:00,2025-01-21 14:59:00
F00492,AI824,XFU,DDB,A004,2025-01-21 12:00:00,2025-01-21 13:07:00,2025-01-21 15:00:00,2025-01-21 15:36:00
F00493,AI797,FUO,NBX,A005,2025-01-21 13:00:00,2025-01-21 13:16:00,2025-01-21 16:00:00,2025-01-21 16:22:00
F00494,AI179,PVI,CSV,A004,2025-01-21 14:00:00,2025-01-21 14:48:00,2025-01-21 17:00:00,2025-01-21 18:14:00
F00495,AI896,CSV,XCV,A007,2025-01-21 15:00:00,2025-01-21 15:49:00,2025-01-21 18:00:00,2025-01-21 18:11:00
F00496,AI535,XFU,GBR,A000,2025-01-21 16:00:00,2025-01-21 16:18:00,2025-01-21 19:00:00,2025-01-21 19:46:00
F00497,AI657,PVI,GBR,A005,2025-01-21 17:00:00,2025-01-21 17:23:00,2025-01-21 20:00:00,2025-01-21 20:20:00
F00498,AI843,NBX,NBX,A005,2025-01-21 18:00:00,2025-01-21 19:06:00,2025-01-21 21:00:00,2025-01-21 21:42:00
F00499,AI667,XCV,WIO,A003,2025-01-21 19:00:00,2025-01-21 19:17:00,2025-01-21 22:00:00,2025-01-21 22:38:00
F00500,AI241,SUQ,WIO,A005,2025-01-21 20:00:00,2025-01-21 20:26:00,2025-01-21 23:00:00,2025-01-22 00:08:00
F00501,AI273,XCV,NBX,A005,2025-01-21 21:00:00,2025-01-21 22:06:00,2025-01-22 00:00:00,2025-01-22 01:16:00
F00502,AI256,CSV,JIQ,A005,2025-01-21 22:00:00,2025-01-21 22:32:00,2025-01-22 01:00:00,2025-01-22 02:15:00
F00503,AI312,GBR,CSV,A006,2025-01-21 23:00:00,2025-01-22 00:06:00,2025-01-22 02:00:00,2025-01-22 03:27:00
F00504,AI268,IGE,ZWZ,A003,2025-01-22 00:00:00,2025-01-22 00:25:00,2025-01-22 03:00:00,2025-01-22 04:33:00
F00505,AI333,XCV,VAZ,A000,2025-01-22 01:00:00,2025-01-22 01:35:00,2025-01-22 04:00:00,2025-01-22 04:57:00
F00506,AI130,PVI,DDB,A006,2025-01-22 02:00:00,2025-01-22 02:18:00,2025-01-22 05:00:00,2025-01-22 06:31:00
F00507,AI637,WIO,XCV,A009,2025-01-22 03:00:00,2025-01-22 03:45:00,2025-01-22 06:00:00,2025-01-22 06:46:00
F00508,AI238,WIO,SSB,A008,2025-01-22 04:00:00,2025-01-22 04:16:00,2025-01-22 07:00:00,2025-01-22 08:21:00
F00509,AI938,XCV,GBR,A004,2025-01-22 05:00:00,2025-01-22 05:27:00,2025-01-22 08:00:00,2025-01-22 09:03:00
F00510,AI604,ZWZ,NBX,A006,2025-01-22 06:00:00,2025-01-22 06:17:00,2025-01-22 09:00:00,2025-01-22 10:20:00
F00511,AI465,SSB,WIO,A009,2025-01-22 07:00:00,2025-01-22 07:30:00,2025-01-22 10:00:00,2025-01-22 10:19:00
F00512,AI738,FOL,VAZ,A000,2025-01-22 08:00:00,2025-01-22 08:35:00,2025-01-22 11:00:00,2025-01-22 11:25:00
F00513,AI853,DOC,DDB,A008,2025-01-22 09:00:00,2025-01-22 09:12:00,2025-01-22 12:00:00,2025-01-22 12:28:00
F00514,AI394,MHH,XCV,A001,2025-01-22 10:00:00,2025-01-22 10:26:00,2025-01-22 13:00:00,2025-01-22 13:39:00
F00515,AI833,JIQ,XFU,A005,2025-01-22 11:00:00,2025-01-22 12:06:00,2025-01-22 14:00:00,2025-01-22 15:03:00
F00516,AI912,XFU,HCU,A000,2025-01-22 12:00:00,2025-01-22 13:00:00,2025-01-22 15:00:00,2025-01-22 16:10:00
F00517,AI443,MHH,ZWZ,A006,2025-01-22 13:00:00,2025-01-22 13:55:00,2025-01-22 16:00:00,2025-01-22 16:52:00
F00518,AI800,NBX,DIX,A002,2025-01-22 14:00:00,2025-01-22 14:33:00,2025-01-22 17:00:00,2025-01-22 18:32:00
F00519,AI221,XCV,XCV,A001,2025-01-22 15:00:00,2025-01-22 15:34:00,2025-01-22 18:00:00,2025-01-22 18:12:00
F00520,AI921,PVI,WIO,A002,2025-01-22 16:00:00,2025-01-22 16:14:00,2025-01-22 19:00:00,2025-01-22 19:39:00
F00521,AI975,DIX,DIX,A000,2025-01-22 17:00:00,2025-01-22 17:46:00,2025-01-22 20:00:00,2025-01-22 20:27:00
F00522,AI958,GBR,FOL,A008,2025-01-22 18:00:00,2025-01-22 18:54:00,2025-01-22 21:00:00,2025-01-22 21:45:00
F00523,AI518,MHH,ZWZ,A004,2025-01-22 19:00:00,2025-01-22 19:59:00,2025-01-22 22:00:00,2025-01-22 22:29:00
F00524,AI891,VAZ,JIQ,A003,2025-01-22 20:00:00,2025-01-22 20:33:00,2025-01-22 23:00:00,2025-01-22 23:26:00
F00525,AI983,NBX,VAZ,A005,2025-01-22 21:00:00,2025-01-22 21:40:00,2025-01-23 00:00:00,2025-01-23 00:33:00
F00526,AI368,DOC,HCU,A003,2025-01-22 22:00:00,2025-01-22 23:04:00,2025-01-23 01:00:00,2025-01-23 01:22:00
F00527,AI262,DIX,DIX,A009,2025-01-22 23:00:00,2025-01-22 23:35:00,2025-01-23 02:00:00,2025-01-23 03:06:00
F00528,AI450,SUQ,JIQ,A001,2025-01-23 00:00:00,2025-01-23 00:30:00,2025-01-23 03:00:00,2025-01-23 04:16:00
F00529,AI743,HCU,PVI,A003,2025-01-23 01:00:00,2025-01-23 01:43:00,2025-01-23 04:00:00,2025-01-23 04:30:00
F00530,AI613,JIQ,FOL,A006,2025-01-23 02:00:00,2025-01-23 02:47:00,2025-01-23 05:00:00,2025-01-23 05:13:00
F00531,AI439,DDB,WIO,A005,2025-01-23 03:00:00,2025-01-23 04:07:00,2025-01-23 06:00:00,2025-01-23 07:31:00
F00532,AI645,PVI,CSV,A004,2025-01-23 04:00:00,2025-01-23 04:33:00,2025-01-23 07:00:00,2025-01-23 07:54:00
F00533,AI811,MHH,WIO,A000,2025-01-23 05:00:00,2025-01-23 05:37:00,2025-01-23 08:00:00,2025-01-23 08:48:00
F00534,AI248,JIQ,JIQ,A001,2025-01-23 06:00:00,2025-01-23 06:39:00,2025-01-23 09:00:00,2025-01-23 09:52:00
F00535,AI485,XFU,WIO,A007,2025-01-23 07:00:00,2025-01-23 07:43:00,2025-01-23 10:00:00,2025-01-23 11:24:00
F00536,AI857,DIX,DOC,A004,2025-01-23 08:00:00,2025-01-23 09:01:00,2025-01-23 11:00:00,2025-01-23 11:47:00
F00537,AI861,NBX,VAZ,A006,2025-01-23 09:00:00,2025-01-23 10:03:00,2025-01-23 12:00:00,2025-01-23 12:50:00
F00538,AI668,FOL,PVI,A003,2025-01-23 10:00:00,2025-01-23 11:05:00,2025-01-23 13:00:00,2025-01-23 13:37:00
F00539,AI412,IGE,MHH,A002,2025-01-23 11:00:00,2025-01-23 12:01:00,2025-01-23 14:00:00,2025-01-23 14:14:00
F00540,AI340,PVI,WIO,A007,2025-01-23 12:00:00,2025-01-23 12:32:00,2025-01-23 15:00:00,2025-01-23 16:01:00
F00541,AI487,DIX,HCU,A000,2025-01-23 13:00:00,2025-01-23 14:04:00,2025-01-23 16:00:00,2025-01-23 16:32:00
F00542,AI454,FOL,CSV,A002,2025-01-23 14:00:00,2025-01-23 14:17:00,2025-01-23 17:00:00,2025-01-23 17:47:00
F00543,AI499,JIQ,WIO,A000,2025-01-23 15:00:00,2025-01-23 15:51:00,2025-01-23 18:00:00,2025-01-23 18:45:00
F00544,AI582,FUO,ZWZ,A002,2025-01-23 16:00:00,2025-01-23 16:59:00,2025-01-23 19:00:00,2025-01-23 19:40:00
F00545,AI623,FOL,SSB,A009,2025-01-23 17:00:00,2025-01-23 17:19:00,2025-01-23 20:00:00,2025-01-23 20:17:00
F00546,AI413,NBX,XCV,A000,2025-01-23 18:00:00,2025-01-23 19:04:00,2025-01-23 21:00:00,2025-01-23 22:38:00
F00547,AI519,FOL,CSV,A001,2025-01-23 19:00:00,2025-01-23 19:10:00,2025-01-23 22:00:00,2025-01-23 23:38:00
F00548,AI516,NBX,GBR,A005,2025-01-23 20:00:00,2025-01-23 20:29:00,2025-01-23 23:00:00,2025-01-23 23:25:00
F00549,AI932,DDB,DDB,A000,2025-01-23 21:00:00,2025-01-23 22:06:00,2025-01-24 00:00:00,2025-01-24 00:20:00
F00550,AI200,SUQ,SUQ,A003,2025-01-23 22:00:00,2025-01-23 22:46:00,2025-01-24 01:00:00,2025-01-24 01:29:00
F00551,AI799,CSV,XFU,A003,2025-01-23 23:00:00,2025-01-23 23:27:00,2025-01-24 02:00:00,2025-01-24 03:27:00
F00552,AI257,DOC,SUQ,A007,2025-01-24 00:00:00,2025-01-24 00:30:00,2025-01-24 03:00:00,2025-01-24 04:06:00
F00553,AI251,SUQ,DOC,A004,2025-01-24 01:00:00,2025-01-24 02:03:00,2025-01-24 04:00:00,2025-01-24 04:28:00
F00554,AI105,GBR,PVI,A004,2025-01-24 02:00:00,2025-01-24 02:58:00,2025-01-24 05:00:00,2025-01-24 06:21:00
F00555,AI697,IGE,IGE,A009,2025-01-24 03:00:00,2025-01-24 03:13:00,2025-01-24 06:00:00,2025-01-24 07:10:00
F00556,AI709,WIO,JIQ,A005,2025-01-24 04:00:00,2025-01-24 04:52:00,2025-01-24 07:00:00,2025-01-24 07:34:00
F00557,AI749,WIO,WIO,A008,2025-01-24 05:00:00,2025-01-24 05:11:00,2025-01-24 08:00:00,2025-01-24 08:42:00
F00558,AI821,DDB,MHH,A005,2025-01-24 06:00:00,2025-01-24 06:30:00,2025-01-24 09:00:00,2025-01-24 09:49:00
F00559,AI629,DIX,MHH,A007,2025-01-24 07:00:00,2025-01-24 07:46:00,2025-01-24 10:00:00,2025-01-24 10:26:00
F00560,AI209,MHH,XFU,A009,2025-01-24 08:00:00,2025-01-24 08:14:00,2025-01-24 11:00:00,2025-01-24 12:02:00
F00561,AI813,JIQ,CSV,A008,2025-01-24 09:00:00,2025-01-24 09:26:00,2025-01-24 12:00:00,2025-01-24 13:30:00
F00562,AI897,SSB,VAZ,A000,2025-01-24 10:00:00,2025-01-24 10:58:00,2025-01-24 13:00:00,2025-01-24 13:56:00
F00563,AI762,DOC,CSV,A003,2025-01-24 11:00:00,2025-01-24 11:57:00,2025-01-24 14:00:00,2025-01-24 15:34:00
F00564,AI814,MHH,DIX,A002,2025-01-24 12:00:00,2025-01-24 12:20:00,2025-01-24 15:00:00,2025-01-24 15:33:00
F00565,AI309,IGE,HCU,A003,2025-01-24 13:00:00,2025-01-24 13:55:00,2025-01-24 16:00:00,2025-01-24 16:25:00
F00566,AI710,NBX,SUQ,A003,2025-01-24 14:00:00,2025-01-24 14:50:00,2025-01-24 17:00:00,2025-01-24 17:54:00
F00567,AI759,NBX,FOL,A001,2025-01-24 15:00:00,2025-01-24 15:40:00,2025-01-24 18:00:00,2025-01-24 19:33:00
F00568,AI717,SSB,DDB,A002,2025-01-24 16:00:00,2025-01-24 16:37:00,2025-01-24 19:00:00,2025-01-24 20:05:00
F00569,AI625,NBX,JIQ,A001,2025-01-24 17:00:00,2025-01-24 17:53:00,2025-01-24 20:00:00,2025-01-24 20:37:00
F00570,AI213,XCV,FOL,A000,2025-01-24 18:00:00,2025-01-24 18:41:00,2025-01-24 21:00:00,2025-01-24 21:55:00
F00571,AI373,VAZ,DDB,A009,2025-01-24 19:00:00,2025-01-24 19:30:00,2025-01-24 22:00:00,2025-01-24 23:31:00
F00572,AI805,MHH,FUO,A008,2025-01-24 20:00:00,2025-01-24 20:16:00,2025-01-24 23:00:00,2025-01-25 00:37:00
F00573,AI849,VAZ,FOL,A001,2025-01-24 21:00:00,2025-01-24 21:19:00,2025-01-25 00:00:00,2025-01-25 00:37:00
F00574,AI729,NBX,FUO,A009,2025-01-24 22:00:00,2025-01-24 22:37:00,2025-01-25 01:00:00,2025-01-25 02:27:00
F00575,AI272,VAZ,SUQ,A009,2025-01-24 23:00:00,2025-01-24 23:57:00,2025-01-25 02:00:00,2025-01-25 02:58:00
F00576,AI484,SUQ,XFU,A006,2025-01-25 00:00:00,2025-01-25 00:45:00,2025-01-25 03:00:00,2025-01-25 04:37:00
F00577,AI187,DOC,VAZ,A007,2025-01-25 01:00:00,2025-01-25 01:29:00,2025-01-25 04:00:00,2025-01-25 04:15:00
F00578,AI912,DOC,ZWZ,A007,2025-01-25 02:00:00,2025-01-25 02:22:00,2025-01-25 05:00:00,2025-01-25 05:38:00
F00579,AI136,ZWZ,ZWZ,A006,2025-01-25 03:00:00,2025-01-25 03:28:00,2025-01-25 06:00:00,2025-01-25 07:15:00
F00580,AI110,DDB,XCV,A000,2025-01-25 04:00:00,2025-01-25 04:59:00,2025-01-25 07:00:00,2025-01-25 08:18:00
F00581,AI218,WIO,MHH,A009,2025-01-25 05:00:00,2025-01-25 05:20:00,2025-01-25 08:00:00,2025-01-25 09:35:00
F00582,AI470,FUO,PVI,A008,2025-01-25 06:00:00,2025-01-25 06:44:00,2025-01-25 09:00:00,2025-01-25 10:22:00
